Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2589,Need for Speed: Hot Pursuit 2,Nintendo GameCube,2002,Racing,Electronic Arts,0.68,0.09,0,0.02,0.8
2605,Harvest Moon: A Wonderful Life,Nintendo GameCube,2003,Role-Playing,Ubisoft,0.61,0.16,0,0.02,0.79
2655,James Bond 007: Nightfire,Nintendo GameCube,2002,Shooter,Electronic Arts,0.6,0.16,0,0.02,0.78
2825,James Bond 007: Agent Under Fire,Nintendo GameCube,2002,Shooter,Electronic Arts,0.56,0.15,0,0.02,0.72
2872,Godzilla: Destroy All Monsters Melee,Nintendo GameCube,2002,Fighting,Atari,0.55,0.14,0,0.02,0.71
2878,Yu-Gi-Oh! The Falsebound Kingdom,Nintendo GameCube,2002,Strategy,Konami Digital Entertainment,0.49,0.13,0.07,0.02,0.71
2881,Spyro: Enter the Dragonfly,Nintendo GameCube,2002,Platform,Universal Interactive,0.55,0.14,0,0.02,0.71
2890,"WarioWare, Inc.: Mega Party Game$",Nintendo GameCube,2003,Puzzle,Nintendo,0.2,0.05,0.44,0.02,0.71
2906,Tony Hawk's Underground,Nintendo GameCube,2003,Sports,Activision,0.54,0.14,0,0.02,0.7
2915,Madden NFL 2005,Nintendo GameCube,2004,Sports,Electronic Arts,0.54,0.14,0,0.02,0.7
2959,Dragon Ball Z: Budokai,Nintendo GameCube,2003,Fighting,Atari,0.53,0.14,0,0.02,0.69
2964,Harry Potter and the Chamber of Secrets,Nintendo GameCube,2002,Action,Electronic Arts,0.53,0.14,0,0.02,0.69
2966,The Lord of the Rings: The Return of the King,Nintendo GameCube,2003,Action,Electronic Arts,0.53,0.14,0,0.02,0.69
2986,Naruto: Clash of Ninja,Nintendo GameCube,2003,Fighting,Tomy Corporation,0.53,0.14,0,0.02,0.68
3067,Madagascar,Nintendo GameCube,2005,Platform,Activision,0.52,0.13,0,0.02,0.66
3079,The Sims: Bustin' Out,Nintendo GameCube,2003,Simulation,Electronic Arts,0.43,0.2,0,0.03,0.66
3103,F-Zero GX,Nintendo GameCube,2003,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65
3237,Namco Museum,Nintendo GameCube,2002,Misc,Namco Bandai Games,0.48,0.13,0,0.02,0.63
3248,Madden NFL 07,Nintendo GameCube,2006,Sports,Electronic Arts,0.48,0.13,0,0.02,0.62
3259,Viewtiful Joe,Nintendo GameCube,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62
3274,Pac-Man Player's Choice Bundle,Nintendo GameCube,2003,Misc,Namco Bandai Games,0.48,0.12,0,0.02,0.62
3324,Madden NFL 2002,Nintendo GameCube,2001,Sports,Electronic Arts,0.47,0.12,0,0.02,0.61
3340,Wave Race: Blue Storm,Nintendo GameCube,2001,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6
3395,Medal of Honor: Frontline,Nintendo GameCube,2002,Shooter,Electronic Arts,0.46,0.12,0,0.02,0.59
3409,Crash Bandicoot: The Wrath of Cortex,Nintendo GameCube,2002,Platform,Universal Interactive,0.46,0.12,0,0.02,0.59
3492,Tony Hawk's Pro Skater 4,Nintendo GameCube,2002,Sports,Activision,0.45,0.12,0,0.02,0.58
3526,Madden NFL 06,Nintendo GameCube,2005,Sports,Electronic Arts,0.44,0.11,0,0.02,0.57
3562,True Crime: Streets of LA,Nintendo GameCube,2003,Action,Activision,0.44,0.11,0,0.02,0.56
3587,Need for Speed: Most Wanted,Nintendo GameCube,2005,Racing,Electronic Arts,0.43,0.11,0,0.02,0.56
3725,Fire Emblem: Path of Radiance,Nintendo GameCube,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54
3738,SSX Tricky,Nintendo GameCube,2001,Sports,Electronic Arts,0.42,0.11,0,0.01,0.54
3755,NBA Street Vol. 2,Nintendo GameCube,N/A,Sports,Electronic Arts,0.41,0.11,0,0.01,0.54
3799,X-Men Legends,Nintendo GameCube,2004,Role-Playing,Activision,0.41,0.11,0,0.01,0.53
3810,The Lord of the Rings: The Two Towers,Nintendo GameCube,2002,Action,Electronic Arts,0.41,0.11,0,0.01,0.53
3898,Madden NFL 2004,Nintendo GameCube,2003,Sports,Electronic Arts,0.4,0.1,0,0.01,0.51
3963,Avatar: The Last Airbender,Nintendo GameCube,2006,Adventure,THQ,0.39,0.1,0,0.01,0.5
4002,Tony Hawk's Underground 2,Nintendo GameCube,2004,Sports,Activision,0.38,0.1,0,0.01,0.5
4033,WWE Wrestlemania X8,Nintendo GameCube,2002,Fighting,THQ,0.38,0.1,0,0.01,0.49
4039,The Sims,Nintendo GameCube,2003,Simulation,Electronic Arts,0.35,0.13,0,0.01,0.49
4065,Crazy Taxi,Nintendo GameCube,2001,Racing,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49
4223,Dance Dance Revolution: Mario Mix,Nintendo GameCube,2005,Misc,Nintendo,0.36,0.09,0,0.01,0.47
4224,Metal Gear Solid: The Twin Snakes,Nintendo GameCube,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47
4321,Enter the Matrix,Nintendo GameCube,2003,Action,Atari,0.34,0.09,0.02,0.01,0.45
4326,Phantasy Star Online Episode I & II,Nintendo GameCube,2002,Role-Playing,Infogrames,0.23,0.06,0.16,0.01,0.45
4394,NBA Live 2005,Nintendo GameCube,2004,Sports,Electronic Arts,0.35,0.09,0,0.01,0.45
4396,WWE Day of Reckoning,Nintendo GameCube,2004,Fighting,THQ,0.35,0.09,0,0.01,0.45
4458,"SpongeBob SquarePants: Lights, Camera, Pants!",Nintendo GameCube,2005,Misc,THQ,0.34,0.09,0,0.01,0.44
4467,Naruto: Gekito Ninja Taisen! 3,Nintendo GameCube,2004,Fighting,Tomy Corporation,0,0,0.43,0.01,0.44
4469,Wario World,Nintendo GameCube,2003,Platform,Nintendo,0.34,0.09,0,0.01,0.44
4476,TimeSplitters 2,Nintendo GameCube,2002,Shooter,Eidos Interactive,0.34,0.09,0,0.01,0.44
4479,Eternal Darkness: Sanity's Requiem,Nintendo GameCube,2002,Adventure,Nintendo,0.34,0.09,0,0.01,0.44
4552,Madden NFL 2003,Nintendo GameCube,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.43
4571,NBA Street,Nintendo GameCube,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.42
4580,Medal of Honor: Rising Sun,Nintendo GameCube,2003,Shooter,Electronic Arts,0.33,0.09,0,0.01,0.42
4588,Tony Hawk's American Wasteland,Nintendo GameCube,2005,Sports,Activision,0.33,0.08,0,0.01,0.42
4628,James Bond 007: Everything or Nothing,Nintendo GameCube,2004,Shooter,Electronic Arts,0.32,0.08,0,0.01,0.42
4634,Mega Man Anniversary Collection,Nintendo GameCube,2004,Platform,Capcom,0.32,0.08,0,0.01,0.42
4640,Harry Potter and the Goblet of Fire,Nintendo GameCube,2005,Action,Electronic Arts,0.32,0.08,0,0.01,0.42
4648,Kumamon Bomber: Puzzle de Kumamon Taisou,Nintendo GameCube,2005,Puzzle,Sega,0.32,0.08,0,0.01,0.42
4751,Mortal Kombat: Deadly Alliance,Nintendo GameCube,2002,Fighting,Midway Games,0.31,0.08,0,0.01,0.41
4790,Tak and the Power of Juju,Nintendo GameCube,2003,Platform,THQ,0.31,0.08,0,0.01,0.4
4805,Harry Potter: Quidditch World Cup,Nintendo GameCube,2003,Sports,Electronic Arts,0.31,0.08,0,0.01,0.4
4813,Battalion Wars,Nintendo GameCube,2005,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4
4815,Power Rangers: Dino Thunder,Nintendo GameCube,2004,Action,THQ,0.31,0.08,0,0.01,0.4
4845,Rampage: Total Destruction,Nintendo GameCube,2006,Action,Midway Games,0.31,0.08,0,0.01,0.4
4847,The Urbz: Sims in the City,Nintendo GameCube,2004,Simulation,Electronic Arts,0.24,0.14,0,0.02,0.4
4861,Star Wars: Clone Wars,Nintendo GameCube,2002,Shooter,Activision,0.31,0.08,0,0.01,0.4
4871,Call of Duty: Finest Hour,Nintendo GameCube,2004,Shooter,Activision,0.31,0.08,0,0.01,0.4
4915,Donkey Konga 2,Nintendo GameCube,2004,Misc,Nintendo,0.3,0.08,0,0.01,0.39
4937,Chibi-Robo! Plug into Adventure!,Nintendo GameCube,2005,Adventure,Nintendo,0.23,0.06,0.09,0.01,0.39
5003,Turok: Evolution,Nintendo GameCube,2002,Shooter,Acclaim Entertainment,0.3,0.08,0,0.01,0.38
5014,Marvel Nemesis: Rise of the Imperfects,Nintendo GameCube,2005,Fighting,Electronic Arts,0.3,0.08,0,0.01,0.38
5024,SSX 3,Nintendo GameCube,2003,Sports,Electronic Arts,0.29,0.08,0,0.01,0.38
5052,Pokemon Channel,Nintendo GameCube,2003,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38
5081,Harry Potter and the Prisoner of Azkaban,Nintendo GameCube,2004,Action,Electronic Arts,0.29,0.08,0,0.01,0.38
5097,Ultimate Spider-Man,Nintendo GameCube,2005,Action,Activision,0.29,0.07,0,0.01,0.37
5110,"Monsters, Inc. Scream Arena",Nintendo GameCube,2002,Platform,THQ,0.29,0.07,0,0.01,0.37
5130,Custom Robo,Nintendo GameCube,2004,Role-Playing,Nintendo,0.29,0.07,0,0.01,0.37
5135,Pac-Man World 2,Nintendo GameCube,2002,Action,Nintendo,0.28,0.07,0,0.01,0.37
5167,GoldenEye: Rogue Agent,Nintendo GameCube,2004,Shooter,Electronic Arts,0.28,0.07,0,0.01,0.36
5272,Nicktoons: Unite!,Nintendo GameCube,2005,Adventure,THQ,0.27,0.07,0,0.01,0.35
5312,Need for Speed Carbon,Nintendo GameCube,2006,Racing,Electronic Arts,0.27,0.07,0,0.01,0.35
5331,NFL Street,Nintendo GameCube,2004,Sports,Electronic Arts,0.27,0.07,0,0.01,0.35
5345,Over the Hedge,Nintendo GameCube,2006,Platform,Activision,0.27,0.07,0,0.01,0.35
5388,WWE Day of Reckoning 2,Nintendo GameCube,2005,Fighting,THQ,0.26,0.07,0,0.01,0.34
5424,Teenage Mutant Ninja Turtles,Nintendo GameCube,2003,Action,Konami Digital Entertainment,0.26,0.07,0,0.01,0.34
5468,WWE Wrestlemania XIX,Nintendo GameCube,2003,Fighting,THQ,0.26,0.07,0,0.01,0.33
5470,The Sims 2,Nintendo GameCube,2005,Simulation,Electronic Arts,0.26,0.07,0,0.01,0.33
5485,Tak 2: The Staff of Dreams,Nintendo GameCube,2004,Platform,THQ,0.26,0.07,0,0.01,0.33
5522,Call Of Duty 2: Big Red One,Nintendo GameCube,2005,Shooter,Activision,0.25,0.07,0,0.01,0.33
5531,SpongeBob SquarePants: Creature from the Krusty Krab,Nintendo GameCube,2006,Platform,THQ,0.25,0.07,0,0.01,0.33
5542,Naruto: Gekito Ninja Taisen! 4,Nintendo GameCube,2005,Fighting,Tomy Corporation,0,0,0.32,0.01,0.33
5547,MVP Baseball 2005,Nintendo GameCube,2005,Sports,Electronic Arts,0.25,0.07,0,0.01,0.33
5559,Teen Titans,Nintendo GameCube,2006,Action,THQ,0.25,0.07,0,0.01,0.33
5564,NBA Live 06,Nintendo GameCube,2005,Sports,Electronic Arts,0.25,0.07,0,0.01,0.33
5630,Prince of Persia: The Sands of Time,Nintendo GameCube,2003,Action,Ubisoft,0.25,0.06,0,0.01,0.32
5789,NASCAR Thunder 2003,Nintendo GameCube,2002,Racing,Electronic Arts,0.24,0.06,0,0.01,0.31
5847,Burnout,Nintendo GameCube,2002,Racing,Acclaim Entertainment,0.23,0.06,0,0.01,0.3
5903,NBA Live 2003,Nintendo GameCube,N/A,Sports,Electronic Arts,0.23,0.06,0,0.01,0.3
5945,Shark Tale,Nintendo GameCube,2004,Action,Activision,0.23,0.06,0,0.01,0.3
5956,Scooby-Doo! Night of 100 Frights,Nintendo GameCube,2002,Platform,THQ,0.23,0.06,0,0.01,0.3
5988,NBA Street V3,Nintendo GameCube,2005,Sports,Electronic Arts,0.23,0.06,0,0.01,0.29
6007,From TV Animation One Piece: Treasure Battle!,Nintendo GameCube,2002,Fighting,Namco Bandai Games,0,0,0.28,0.01,0.29
6041,The Lord of the Rings: The Third Age,Nintendo GameCube,2004,Role-Playing,Electronic Arts,0.22,0.06,0,0.01,0.29
6044,Nicktoons: Battle for Volcano Island,Nintendo GameCube,N/A,Action,Unknown,0.22,0.06,0,0.01,0.29
6094,Spyro: A Hero's Tail,Nintendo GameCube,2004,Platform,Vivendi Games,0.22,0.06,0,0.01,0.29
6134,ATV Quad Power Racing 2,Nintendo GameCube,2003,Racing,Acclaim Entertainment,0.22,0.06,0,0.01,0.28
6197,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Nintendo GameCube,N/A,Action,Disney Interactive Studios,0.22,0.06,0,0.01,0.28
6202,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Nintendo GameCube,2004,Action,THQ,0.22,0.06,0,0.01,0.28
6213,Pac-Man Fever,Nintendo GameCube,N/A,Misc,Unknown,0.21,0.06,0,0.01,0.28
6233,Pokemon Box: Ruby & Sapphire,Nintendo GameCube,2003,Misc,Nintendo,0,0,0.27,0.01,0.28
6238,Dave Mirra Freestyle BMX 2,Nintendo GameCube,2001,Sports,Acclaim Entertainment,0.21,0.06,0,0.01,0.28
6273,Dragon Ball Z: Budokai 2,Nintendo GameCube,2004,Fighting,Atari,0.21,0.06,0,0.01,0.27
6307,Baten Kaitos: Eternal Wings and the Lost Ocean,Nintendo GameCube,2003,Role-Playing,Nintendo,0.21,0.05,0,0.01,0.27
6328,Disney's Chicken Little,Nintendo GameCube,2005,Platform,Disney Interactive Studios,0.21,0.05,0,0.01,0.27
6330,Ty the Tasmanian Tiger,Nintendo GameCube,2002,Platform,Electronic Arts,0.21,0.05,0,0.01,0.27
6374,NBA Live 2004,Nintendo GameCube,2003,Sports,Electronic Arts,0.21,0.05,0,0.01,0.27
6393,The Sims 2: Pets,Nintendo GameCube,2006,Simulation,Electronic Arts,0.21,0.05,0,0.01,0.27
6500,Star Wars: Bounty Hunter,Nintendo GameCube,2002,Shooter,LucasArts,0.2,0.05,0,0.01,0.26
6537,Batman: Vengeance,Nintendo GameCube,2001,Adventure,Ubisoft,0.2,0.05,0,0.01,0.26
6550,Crash Nitro Kart,Nintendo GameCube,2003,Racing,Vivendi Games,0.2,0.05,0,0.01,0.26
6580,Lemony Snicket's A Series of Unfortunate Events,Nintendo GameCube,2004,Platform,Activision,0.2,0.05,0,0.01,0.26
6592,Backyard NFL Football,Nintendo GameCube,2002,Sports,Infogrames,0.2,0.05,0,0.01,0.26
6608,MVP Baseball 2004,Nintendo GameCube,2004,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26
6622,Bomberman Generation,Nintendo GameCube,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25
6636,Happy Feet,Nintendo GameCube,2006,Action,Midway Games,0.2,0.05,0,0.01,0.25
6666,Medal of Honor European Assault,Nintendo GameCube,2005,Shooter,Electronic Arts,0.19,0.05,0,0.01,0.25
6668,Billy Hatcher and the Giant Egg,Nintendo GameCube,2003,Platform,Sega,0.19,0.05,0,0.01,0.25
6698,Def Jam Vendetta,Nintendo GameCube,2003,Fighting,Electronic Arts,0.19,0.05,0,0.01,0.25
6741,"Ed, Edd n Eddy: The Mis-Edventures",Nintendo GameCube,2005,Platform,Midway Games,0.19,0.05,0,0.01,0.25
6754,Nickelodeon Party Blast,Nintendo GameCube,2002,Misc,Atari,0.19,0.05,0,0.01,0.25
6761,X-Men Legends II: Rise of Apocalypse,Nintendo GameCube,2005,Role-Playing,Activision,0.19,0.05,0,0.01,0.25
6765,NBA Courtside 2002,Nintendo GameCube,2002,Sports,Nintendo,0.19,0.05,0,0.01,0.25
6814,Harvest Moon: Magical Melody,Nintendo GameCube,2005,Simulation,Ubisoft,0.19,0.05,0,0.01,0.24
6840,Peter Jackson's King Kong: The Official Game of the Movie,Nintendo GameCube,2005,Action,Ubisoft,0.19,0.05,0,0.01,0.24
6845,The Simpsons: Road Rage,Nintendo GameCube,2001,Racing,Electronic Arts,0.19,0.05,0,0.01,0.24
6862,Harvest Moon: Another Wonderful Life,Nintendo GameCube,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0,0.01,0.24
6881,Fantastic 4,Nintendo GameCube,2005,Action,Activision,0.19,0.05,0,0.01,0.24
7010,Star Wars Jedi Knight II: Jedi Outcast,Nintendo GameCube,2002,Shooter,Activision,0.18,0.05,0,0.01,0.23
7011,Tom Clancy's Splinter Cell,Nintendo GameCube,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23
7025,Rocket Power: Beach Bandits,Nintendo GameCube,2002,Platform,THQ,0.18,0.05,0,0.01,0.23
7099,Tiger Woods PGA Tour 2003,Nintendo GameCube,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23
7142,Def Jam: Fight for NY,Nintendo GameCube,2004,Fighting,Electronic Arts,0.17,0.05,0,0.01,0.22
7149,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,Nintendo GameCube,2003,Misc,Acclaim Entertainment,0.17,0.04,0,0.01,0.22
7167,Skies of Arcadia Legends,Nintendo GameCube,2002,Role-Playing,Atari,0.17,0.04,0,0.01,0.22
7175,NCAA Football 2005,Nintendo GameCube,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22
7223,Tetris Worlds,Nintendo GameCube,2002,Puzzle,THQ,0.17,0.04,0,0.01,0.22
7232,Viewtiful Joe 2,Nintendo GameCube,2004,Action,Capcom,0.17,0.04,0,0.01,0.22
7249,All-Star Baseball 2002,Nintendo GameCube,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22
7258,From Russia With Love,Nintendo GameCube,2005,Action,Electronic Arts,0.17,0.04,0,0.01,0.22
7281,NFL 2K3,Nintendo GameCube,2002,Sports,Sega,0.17,0.04,0,0.01,0.22
7295,Scooby-Doo! Mystery Mayhem,Nintendo GameCube,2004,Action,THQ,0.17,0.04,0,0.01,0.22
7300,Shrek SuperSlam,Nintendo GameCube,2005,Action,Activision,0.17,0.04,0,0.01,0.22
7324,Namco Museum: 50th Anniversary,Nintendo GameCube,2005,Misc,Namco Bandai Games,0.17,0.04,0,0.01,0.21
7343,Bratz: Forever Diamondz,Nintendo GameCube,2006,Adventure,THQ,0.17,0.04,0,0.01,0.21
7383,Naruto: Clash of Ninja (JP sales),Nintendo GameCube,2003,Fighting,Tomy Corporation,0,0,0.21,0.01,0.21
7401,The Fairly OddParents: Breakin' Da Rules,Nintendo GameCube,2003,Platform,THQ,0.16,0.04,0,0.01,0.21
7424,Bionicle,Nintendo GameCube,2003,Action,Electronic Arts,0.16,0.04,0,0.01,0.21
7444,NHL Hitz 20-02,Nintendo GameCube,2001,Sports,Midway Games,0.16,0.04,0,0.01,0.21
7446,NCAA Football 2003,Nintendo GameCube,2002,Sports,Electronic Arts,0.16,0.04,0,0.01,0.21
7481,BeyBlade VForce: Super Tournament Battle,Nintendo GameCube,2002,Action,Atari,0.16,0.04,0,0.01,0.21
7491,Dragon Ball Z: Sagas,Nintendo GameCube,2005,Fighting,Atari,0.16,0.04,0,0.01,0.21
7553,Bratz: Rock Angelz,Nintendo GameCube,2005,Misc,THQ,0.16,0.04,0,0.01,0.2
7562,From TV Animation One Piece: Grand Battle! 3,Nintendo GameCube,2003,Fighting,Namco Bandai Games,0,0,0.2,0.01,0.2
7576,The Fairly Odd Parents: Shadow Showdown,Nintendo GameCube,2004,Platform,THQ,0.16,0.04,0,0.01,0.2
7587,Spy Hunter,Nintendo GameCube,2002,Racing,Midway Games,0.16,0.04,0,0.01,0.2
7604,Ty the Tasmanian Tiger 2: Bush Rescue,Nintendo GameCube,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2
7662,NFL Street 2,Nintendo GameCube,2004,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
7675,SpongeBob SquarePants: Revenge of the Flying Dutchman,Nintendo GameCube,2002,Platform,THQ,0.15,0.04,0,0.01,0.2
7708,MC Groovz Dance Craze,Nintendo GameCube,2004,Misc,Mad Catz,0.15,0.04,0,0.01,0.2
7718,Prince of Persia: Warrior Within,Nintendo GameCube,2004,Action,Ubisoft,0.15,0.04,0,0.01,0.2
7764,Ice Age 2: The Meltdown,Nintendo GameCube,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19
7803,Disney's Magical Mirror Starring Mickey Mouse,Nintendo GameCube,2002,Adventure,Nintendo,0.15,0.04,0,0.01,0.19
7873,Teenage Mutant Ninja Turtles 2: Battle Nexus,Nintendo GameCube,2004,Action,Konami Digital Entertainment,0.15,0.04,0,0.01,0.19
7893,Hulk,Nintendo GameCube,2003,Action,Universal Interactive,0.15,0.04,0,0.01,0.19
7905,The Legend of Spyro: A New Beginning,Nintendo GameCube,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19
8066,Bloody Roar: Primal Fury,Nintendo GameCube,2002,Fighting,Activision,0.14,0.04,0,0,0.18
8075,FIFA Soccer 07,Nintendo GameCube,2006,Sports,Electronic Arts,0.14,0.04,0,0,0.18
8104,Gauntlet: Dark Legacy,Nintendo GameCube,2002,Action,Midway Games,0.14,0.04,0,0,0.18
8121,Gun,Nintendo GameCube,2005,Shooter,Activision,0.14,0.04,0,0,0.18
8144,FIFA Soccer 2002,Nintendo GameCube,2001,Sports,Electronic Arts,0.14,0.04,0,0,0.18
8151,Disney's Tarzan Untamed,Nintendo GameCube,2001,Platform,Ubisoft,0.14,0.04,0,0,0.18
8161,Charlie and the Chocolate Factory,Nintendo GameCube,2005,Adventure,Global Star,0.14,0.04,0,0,0.18
8230,Rugrats: Royal Ransom,Nintendo GameCube,2002,Platform,THQ,0.13,0.03,0,0,0.17
8232,Open Season,Nintendo GameCube,2006,Platform,Ubisoft,0.13,0.03,0,0,0.17
8242,Major League Baseball 2K6,Nintendo GameCube,2006,Sports,Take-Two Interactive,0.13,0.03,0,0,0.17
8248,The Grim Adventures of Billy & Mandy,Nintendo GameCube,2006,Action,Midway Games,0.13,0.03,0,0,0.17
8262,The Hobbit,Nintendo GameCube,2003,Platform,Vivendi Games,0.13,0.03,0,0,0.17
8266,True Crime: New York City,Nintendo GameCube,2005,Action,Activision,0.13,0.03,0,0,0.17
8275,Fight Night Round 2,Nintendo GameCube,2005,Fighting,Electronic Arts,0.13,0.03,0,0,0.17
8309,Looney Tunes: Back in Action,Nintendo GameCube,2003,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0,0,0.17
8380,SSX On Tour,Nintendo GameCube,2005,Sports,Electronic Arts,0.13,0.03,0,0,0.17
8385,Shrek Extra Large,Nintendo GameCube,2002,Platform,TDK Mediactive,0.13,0.03,0,0,0.17
8403,Mega Man Network Transmission,Nintendo GameCube,2003,Platform,Capcom,0.13,0.03,0,0,0.17
8418,Lost Kingdoms,Nintendo GameCube,2002,Role-Playing,Activision,0.1,0.02,0.04,0,0.17
8437,Midway Arcade Treasures,Nintendo GameCube,2003,Misc,Midway Games,0.13,0.03,0,0,0.17
8452,Cubivore: Survival of the Fittest,Nintendo GameCube,2002,Adventure,Nintendo,0.01,0,0.15,0,0.17
8495,Robotech: Battlecry,Nintendo GameCube,2002,Shooter,TDK Mediactive,0.13,0.03,0,0,0.16
8520,Midway Arcade Treasures 2,Nintendo GameCube,2004,Misc,Midway Games,0.13,0.03,0,0,0.16
8521,Hot Wheels World Race,Nintendo GameCube,2003,Racing,THQ,0.13,0.03,0,0,0.16
8533,Crash Tag Team Racing,Nintendo GameCube,2005,Racing,Vivendi Games,0.12,0.03,0,0,0.16
8553,The Incredibles: Rise of the Underminer,Nintendo GameCube,2005,Action,THQ,0.12,0.03,0,0,0.16
8557,Flushed Away,Nintendo GameCube,2006,Platform,D3Publisher,0.12,0.03,0,0,0.16
8570,Robots,Nintendo GameCube,2005,Action,Vivendi Games,0.12,0.03,0,0,0.16
8671,Tiger Woods PGA Tour 2004,Nintendo GameCube,2003,Sports,Electronic Arts,0.12,0.03,0,0,0.16
8688,NBA 2K3,Nintendo GameCube,2002,Sports,Sega,0.12,0.03,0,0,0.16
8738,Burnout 2: Point of Impact,Nintendo GameCube,2003,Racing,Acclaim Entertainment,0.12,0.03,0,0,0.15
8747,Tak: The Great Juju Challenge,Nintendo GameCube,2005,Platform,THQ,0.12,0.03,0,0,0.15
8750,Knockout Kings 2003,Nintendo GameCube,2002,Sports,Electronic Arts,0.12,0.03,0,0,0.15
8751,NCAA Football 2004,Nintendo GameCube,2003,Sports,Electronic Arts,0.12,0.03,0,0,0.15
8752,XGIII: Extreme G Racing,Nintendo GameCube,2001,Racing,Acclaim Entertainment,0.12,0.03,0,0,0.15
8774,Scooby-Doo! Unmasked,Nintendo GameCube,2005,Platform,THQ,0.12,0.03,0,0,0.15
8783,Army Men: Sarge's War,Nintendo GameCube,2004,Shooter,Global Star,0.12,0.03,0,0,0.15
8793,Frogger's Adventures: The Rescue,Nintendo GameCube,2003,Platform,Konami Digital Entertainment,0.12,0.03,0,0,0.15
8816,Zoids: Battle Legends,Nintendo GameCube,2003,Action,Tomy Corporation,0.12,0.03,0,0,0.15
8820,Killer7,Nintendo GameCube,2005,Action,Capcom,0.12,0.03,0,0,0.15
8826,Super Monkey Ball Adventure,Nintendo GameCube,2006,Platform,Sega,0.12,0.03,0,0,0.15
8853,Top Gun: Combat Zones,Nintendo GameCube,2002,Simulation,Titus,0.12,0.03,0,0,0.15
8868,All-Star Baseball 2003,Nintendo GameCube,2002,Sports,Acclaim Entertainment,0.12,0.03,0,0,0.15
8885,X-Men: The Official Game,Nintendo GameCube,2006,Action,Activision,0.12,0.03,0,0,0.15
8897,Curious George,Nintendo GameCube,2006,Action,Namco Bandai Games,0.11,0.03,0,0,0.15
8900,Geist,Nintendo GameCube,2005,Adventure,Nintendo,0.11,0.03,0,0,0.15
8922,The Incredible Hulk: Ultimate Destruction,Nintendo GameCube,2005,Action,Vivendi Games,0.11,0.03,0,0,0.15
8923,Prince of Persia: The Two Thrones,Nintendo GameCube,2005,Action,Ubisoft,0.11,0.03,0,0,0.15
8937,Batman Begins,Nintendo GameCube,2005,Action,Electronic Arts,0.11,0.03,0,0,0.15
8970,Tom Clancy's Ghost Recon,Nintendo GameCube,2003,Shooter,Ubisoft,0.11,0.03,0,0,0.15
8994,MLB SlugFest 20-03,Nintendo GameCube,2002,Sports,Midway Games,0.11,0.03,0,0,0.15
9027,Ratatouille,Nintendo GameCube,2007,Action,THQ,0.11,0.03,0,0,0.14
9052,Doshin the Giant,Nintendo GameCube,2002,Simulation,Nintendo,0,0,0.14,0,0.14
9062,FIFA Soccer 2005,Nintendo GameCube,2004,Sports,Electronic Arts,0.11,0.03,0,0,0.14
9121,Dead to Rights,Nintendo GameCube,2002,Shooter,Electronic Arts,0.11,0.03,0,0,0.14
9122,Sphinx and the Cursed Mummy,Nintendo GameCube,2003,Action,THQ,0.11,0.03,0,0,0.14
9156,Baldur's Gate: Dark Alliance,Nintendo GameCube,2002,Role-Playing,Virgin Interactive,0.11,0.03,0,0,0.14
9165,Monster House,Nintendo GameCube,2006,Adventure,THQ,0.11,0.03,0,0,0.14
9197,NFL Blitz 20-03,Nintendo GameCube,2002,Sports,Midway Games,0.11,0.03,0,0,0.14
9220,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,Nintendo GameCube,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0,0.14
